Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
1,ModuleSystem,System uptime,1,1090,1090,Passed,,2.557%,75345920,20480
2,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-81,-81,Passed,,2.561%,75276288,-69632
3,ModuleSystem,System temperature (in 0.1 °C),5,300,290,Passed,,2.561%,75268096,-8192
4,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,2.564%,75309056,40960
5,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,2.58%,75370496,61440
6,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,2.583%,75431936,61440
7,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,2.584%,75595776,163840
8,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,2.585%,75710464,114688
9,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,2.585%,75796480,86016
10,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,2.589%,75862016,65536
11,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,2.591%,75788288,-73728
12,ModuleMobile,GSM operator name,23,bite,bite,Passed,,2.592%,75841536,53248
13,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,2.624%,76226560,385024
14,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,2.628%,76357632,131072
15,ModuleMobile,Network type,119,lte,lte-a,Failed,,2.63%,76316672,-40960
16,ModuleMobile,Mobile data received today (SIM1),185,54417,54417,Passed,,2.63%,76230656,-86016
17,ModuleMobile,Mobile data sent today (SIM1),187,39294,39294,Passed,,2.631%,76283904,53248
18,ModuleMobile,Mobile data received this week (SIM1),189,230470915,230470915,Passed,,2.631%,76296192,12288
19,ModuleMobile,Mobile data sent this week (SIM1),191,11860265,23689513,Failed,,2.632%,76357632,61440
20,ModuleMobile,Mobile data received this month (SIM1),193,6672706,1708195906,Failed,,2.633%,76402688,45056
21,ModuleMobile,Mobile data sent this month (SIM1),195,34863080,139409384,Failed,,2.633%,76525568,122880
22,ModuleMobile,Mobile data received last 24h (SIM1),197,56648175,226566639,Failed,,2.634%,76447744,-77824
23,ModuleMobile,Mobile data sent last 24h (SIM1),199,22673394,22673394,Passed,,2.635%,76468224,20480
24,ModuleMobile,Active SIM card,205,1,1,Passed,,2.636%,76689408,221184
25,ModuleMobile,Mobile data received last week (SIM1),292,6672706,1708195906,Failed,,2.636%,76509184,-180224
26,ModuleMobile,Mobile data sent last week (SIM1),294,34863080,139409384,Failed,,2.637%,76673024,163840
27,ModuleMobile,Mobile data received last month (SIM1),296,1751903096,1751903096,Passed,,2.638%,76726272,53248
28,ModuleMobile,Mobile data sent last month (SIM1),298,4855776,155322336,Failed,,2.638%,76922880,196608
29,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,2.642%,76910592,-12288
30,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,2.642%,76984320,73728
31,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,2.643%,77008896,24576
32,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,2.643%,77156352,147456
33,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,2.648%,76972032,-184320
34,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,2.649%,76730368,-241664
35,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,2.65%,76787712,57344
36,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,2.65%,76722176,-65536
37,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,2.651%,76656640,-65536
38,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,2.651%,76668928,12288
39,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,2.652%,76730368,61440
40,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,2.653%,76853248,122880
41,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,2.653%,76902400,49152
42,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,2.654%,76967936,65536
43,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,2.663%,76988416,20480
44,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,2.667%,77049856,61440
45,ModuleGPS,GPS speed,179,0,0,Passed,,2.667%,77045760,-4096
46,ModuleGPS,GPS satellite count,181,0,0,Passed,,2.667%,77185024,139264
47,ModuleGPS,GPS accuracy,183,0,0,Passed,,2.67%,77099008,-86016
48,ModuleSystem,System uptime,1,1132,1132,Passed,,2.671%,76972032,-126976
49,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-81,-81,Passed,,2.676%,77189120,217088
50,ModuleSystem,System temperature (in 0.1 °C),5,310,310,Passed,,2.677%,76861440,-327680
51,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,2.677%,76869632,8192
52,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,2.678%,76988416,118784
53,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,2.678%,76910592,-77824
54,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,2.679%,77144064,233472
55,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,2.68%,77152256,8192
56,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,2.68%,77037568,-114688
57,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,2.685%,77025280,-12288
58,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,2.686%,76967936,-57344
