Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
1,ModuleSystem,System uptime,1,792,792,Passed,,4.88%,84676608,45056
2,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-59,-59,Passed,,4.882%,84725760,49152
3,ModuleSystem,System temperature (in 0.1 °C),5,320,320,Passed,,4.883%,84783104,57344
4,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,4.884%,84877312,94208
5,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,4.886%,85135360,258048
6,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,4.887%,85225472,90112
7,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,4.89%,85164032,-61440
8,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,4.891%,85221376,57344
9,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,4.894%,85184512,-36864
10,ModuleNetwork,Current WAN IP address,139,84.15.161.183,,Failed,,4.906%,85176320,-8192
11,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,4.907%,85118976,-57344
12,ModuleMobile,GSM operator name,23,bite,bite,Passed,,4.908%,85299200,180224
13,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,4.91%,85237760,-61440
14,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,4.911%,85262336,24576
15,ModuleMobile,Network type,119,lte,lte-a,Failed,,4.914%,85319680,57344
16,ModuleMobile,Mobile data received today (SIM1),185,225298515,225298515,Passed,,4.915%,85344256,24576
17,ModuleMobile,Mobile data sent today (SIM1),187,5354741,21424886,Failed,,4.916%,85549056,204800
18,ModuleMobile,Mobile data received this week (SIM1),189,225353986,225353986,Passed,,4.918%,85389312,-159744
19,ModuleMobile,Mobile data sent this week (SIM1),191,21424886,21424886,Passed,,4.92%,85426176,36864
20,ModuleMobile,Mobile data received this month (SIM1),193,1703078977,1703078977,Passed,,4.921%,85569536,143360
21,ModuleMobile,Mobile data sent this month (SIM1),195,137144757,137144757,Passed,,4.921%,85598208,28672
22,ModuleMobile,Mobile data received last 24h (SIM1),197,225353986,225353986,Passed,,4.924%,85446656,-151552
23,ModuleMobile,Mobile data sent last 24h (SIM1),199,21424886,21424886,Passed,,4.925%,85504000,57344
24,ModuleMobile,Active SIM card,205,1,1,Passed,,4.926%,85532672,28672
25,ModuleMobile,Mobile data received last week (SIM1),292,1733267338,1733267338,Passed,,4.929%,85610496,77824
26,ModuleMobile,Mobile data sent last week (SIM1),294,143649296,143649296,Passed,,4.929%,85594112,-16384
27,ModuleMobile,Mobile data received last month (SIM1),296,1746786167,1746786167,Passed,,4.929%,85635072,40960
28,ModuleMobile,Mobile data sent last month (SIM1),298,38272920,153042840,Failed,,4.93%,85381120,-253952
29,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,4.932%,85422080,40960
30,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,4.933%,85516288,94208
31,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,4.935%,85561344,45056
32,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,4.936%,85643264,81920
33,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,4.937%,85491712,-151552
