Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
1,ModuleSystem,System uptime,1,8099,8099,Passed,,0.7879920420237663%,77094912,172032
2,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.7883995557160683%,76972032,-122880
3,ModuleSystem,System temperature (in 0.1 °C),5,380,380,Passed,,0.7886280467502615%,77094912,122880
4,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.7887975143029191%,77139968,45056
5,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.7889399129016317%,77164544,24576
6,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.789113766921079%,77152256,-12288
7,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.7892841934110217%,77238272,86016
8,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.7896718919173429%,77168640,-69632
9,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.7898162236422146%,77217792,49152
10,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.7913434692021992%,77250560,32768
11,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.791672421150158%,77283328,32768
12,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.7919357310836928%,77230080,-53248
13,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.7923250669172544%,77328384,98304
14,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.7927750532520927%,77291520,-36864
15,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.7931313751738278%,77406208,114688
16,ModuleMobile,Mobile data received today (SIM1),185,43770254,43770254,Passed,,0.79336234310452%,77410304,4096
17,ModuleMobile,Mobile data sent today (SIM1),187,2651145,5272585,Failed,,0.7935903532103938%,77348864,-61440
18,ModuleMobile,Mobile data received this week (SIM1),189,1422911908,1422911908,Passed,,0.7937623362696877%,77541376,192512
19,ModuleMobile,Mobile data sent this week (SIM1),191,59338460,118648540,Failed,,0.7938689603892102%,77582336,40960
20,ModuleMobile,Mobile data received this month (SIM1),193,696370779,1392723547,Failed,,0.7940748371886519%,77721600,139264
21,ModuleMobile,Mobile data sent this month (SIM1),195,28044929,112144001,Failed,,0.7942468027990923%,77574144,-147456
22,ModuleMobile,Mobile data received last 24h (SIM1),197,43770254,43770254,Passed,,0.7944101557216032%,77512704,-61440
23,ModuleMobile,Mobile data sent last 24h (SIM1),199,2651145,5272585,Failed,,0.794545251377976%,77684736,172032
24,ModuleMobile,Active SIM card,205,1,1,Passed,,0.7947511016972553%,77692928,8192
25,ModuleMobile,Mobile data received last week (SIM1),292,1425183841,1425183841,Passed,,0.7949574385303193%,77729792,36864
26,ModuleMobile,Mobile data sent last week (SIM1),294,120815690,120815690,Passed,,0.7951578631331779%,77660160,-69632
27,ModuleMobile,Mobile data received last month (SIM1),296,359117201,1436430737,Failed,,0.7953533560866033%,77787136,126976
28,ModuleMobile,Mobile data sent last month (SIM1),298,128042084,128042084,Passed,,0.7955552405468191%,77688832,-98304
29,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.7956630360233419%,77705216,16384
30,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.7958956100396208%,77664256,-40960
31,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.796098704726389%,77737984,73728
32,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.7962998209640748%,77672448,-65536
33,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.7964989573746029%,77729792,57344
34,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.7966465457347582%,77815808,86016
35,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.7968218728037324%,77824000,8192
36,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.7970234554827371%,77897728,73728
37,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.7971945781732548%,77926400,28672
38,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.7974577899743096%,77844480,-81920
39,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.7977212385272825%,77905920,61440
40,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.7978284756967602%,77889536,-16384
41,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.7980555306291048%,77926400,36864
42,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.7981919695625117%,77975552,49152
43,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.7983615672541133%,78180352,204800
44,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.7985338759617711%,78024704,-155648
45,ModuleGPS,GPS speed,179,0,0,Passed,,0.7988863857940509%,78032896,8192
46,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.7991166030180685%,77963264,-69632
47,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.7992581963180867%,78159872,196608
48,ModuleSystem,System uptime,1,8109,8109,Passed,,0.7995810142277016%,78204928,45056
49,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.7998294917946014%,78217216,12288
50,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.7999279879212784%,78147584,-69632
51,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.8000633493036702%,78225408,77824
