Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
1,ModuleSystem,System uptime,1,31907,31907,Passed,,0.68%,85004288,155648
2,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-79,-79,Passed,,0.68%,84938752,-65536
3,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.68%,85000192,61440
4,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.68%,85073920,73728
5,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.68%,84926464,-147456
6,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.681%,84946944,20480
7,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.681%,85114880,167936
8,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.681%,85172224,57344
9,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.681%,84971520,-200704
10,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.681%,85188608,217088
11,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.681%,85069824,-118784
12,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.682%,84971520,-98304
13,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.682%,85069824,98304
14,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.682%,84959232,-110592
15,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.682%,85155840,196608
16,ModuleMobile,Mobile data received today (SIM1),185,109173802,218324010,Failed,,0.682%,85098496,-57344
17,ModuleMobile,Mobile data sent today (SIM1),187,18457289,18457289,Passed,,0.682%,85073920,-24576
18,ModuleMobile,Mobile data received this week (SIM1),189,109173802,218324010,Failed,,0.682%,85295104,221184
19,ModuleMobile,Mobile data sent this week (SIM1),191,18457289,18457289,Passed,,0.682%,85172224,-122880
20,ModuleMobile,Mobile data received this month (SIM1),193,1696049001,1696049001,Passed,,0.682%,85254144,81920
21,ModuleMobile,Mobile data sent this month (SIM1),195,67101064,134177160,Failed,,0.682%,85254144,0
22,ModuleMobile,Mobile data received last 24h (SIM1),197,238345449,238345449,Passed,,0.682%,85393408,139264
23,ModuleMobile,Mobile data sent last 24h (SIM1),199,4844430,19344270,Failed,,0.682%,85315584,-77824
24,ModuleMobile,Active SIM card,205,1,1,Passed,,0.682%,85278720,-36864
25,ModuleMobile,Mobile data received last week (SIM1),292,863128242,1726237362,Failed,,0.682%,85467136,188416
26,ModuleMobile,Mobile data sent last week (SIM1),294,140681699,140681699,Passed,,0.682%,85217280,-249856
27,ModuleMobile,Mobile data received last month (SIM1),296,1739756191,1739756191,Passed,,0.682%,85344256,126976
28,ModuleMobile,Mobile data sent last month (SIM1),298,150075243,150075243,Passed,,0.683%,85258240,-86016
29,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.683%,85176320,-81920
30,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.683%,85262336,86016
31,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.683%,85204992,-57344
32,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.683%,85213184,8192
33,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.683%,85204992,-8192
34,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.683%,85270528,65536
35,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.683%,85397504,126976
36,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.683%,85303296,-94208
37,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.683%,85188608,-114688
38,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.683%,85155840,-32768
39,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.683%,85184512,28672
40,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.683%,85254144,69632
41,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.683%,85434368,180224
42,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.683%,85422080,-12288
43,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.683%,85561344,139264
44,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.683%,85610496,49152
45,ModuleGPS,GPS speed,179,0,0,Passed,,0.683%,85508096,-102400
46,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.683%,85753856,245760
47,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.683%,85610496,-143360
