Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
1,ModuleSystem,System uptime,1,27560,27560,Passed,,0.653%,83914752,90112
2,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.654%,83935232,20480
3,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.654%,83931136,-4096
4,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.654%,83828736,-102400
5,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.654%,83861504,32768
6,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.654%,83968000,106496
7,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.654%,84021248,53248
8,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.654%,84168704,147456
9,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.654%,84176896,8192
10,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.654%,84074496,-102400
11,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.655%,84156416,81920
12,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.655%,84221952,65536
13,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.655%,84348928,126976
14,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.655%,84086784,-262144
15,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.655%,84230144,143360
16,ModuleMobile,Mobile data received today (SIM1),185,213362160,213362160,Passed,,0.655%,84291584,61440
17,ModuleMobile,Mobile data sent today (SIM1),187,7884190,15748510,Failed,,0.655%,84430848,139264
18,ModuleMobile,Mobile data received this week (SIM1),189,213362160,213362160,Passed,,0.655%,84393984,-36864
19,ModuleMobile,Mobile data sent this week (SIM1),191,7884190,15748510,Failed,,0.655%,84537344,143360
20,ModuleMobile,Mobile data received this month (SIM1),193,1691087151,1691087151,Passed,,0.655%,84647936,110592
21,ModuleMobile,Mobile data sent this month (SIM1),195,8219741,131468381,Failed,,0.655%,84578304,-69632
