Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
1,ModuleSystem,System uptime,1,32777,32777,Passed,,0.683%,84086784,-65536
2,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-79,-79,Passed,,0.683%,83910656,-176128
3,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.683%,83963904,53248
4,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.683%,83931136,-32768
5,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.683%,84164608,233472
6,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.683%,84131840,-32768
7,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.683%,84189184,57344
8,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.683%,84013056,-176128
9,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.683%,83918848,-94208
10,ModuleNetwork,Current WAN IP address,139,84.15.161.183,,Failed,,0.684%,84381696,462848
11,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.684%,84307968,-73728
12,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.684%,84471808,163840
13,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.685%,84529152,57344
14,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.685%,84688896,159744
15,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.685%,84602880,-86016
16,ModuleMobile,Mobile data received today (SIM1),185,111406388,222784820,Failed,,0.685%,84537344,-65536
17,ModuleMobile,Mobile data sent today (SIM1),187,19974620,19974620,Passed,,0.685%,84606976,69632
18,ModuleMobile,Mobile data received this week (SIM1),189,111406388,222784820,Failed,,0.685%,84762624,155648
19,ModuleMobile,Mobile data sent this week (SIM1),191,19974620,19974620,Passed,,0.685%,84676608,-86016
20,ModuleMobile,Mobile data received this month (SIM1),193,1700509811,1700509811,Passed,,0.685%,84803584,126976
21,ModuleMobile,Mobile data sent this month (SIM1),195,135694491,135694491,Passed,,0.685%,84733952,-69632
22,ModuleMobile,Mobile data received last 24h (SIM1),197,111406388,222784820,Failed,,0.685%,84652032,-81920
23,ModuleMobile,Mobile data sent last 24h (SIM1),199,19974620,19974620,Passed,,0.685%,84684800,32768
24,ModuleMobile,Active SIM card,205,1,1,Passed,,0.685%,84725760,40960
25,ModuleMobile,Mobile data received last week (SIM1),292,865360828,1730698172,Failed,,0.685%,84779008,53248
26,ModuleMobile,Mobile data sent last week (SIM1),294,142199030,142199030,Passed,,0.685%,84791296,12288
27,ModuleMobile,Mobile data received last month (SIM1),296,1744217001,1744217001,Passed,,0.685%,84807680,16384
28,ModuleMobile,Mobile data sent last month (SIM1),298,18955902,151592574,Failed,,0.685%,84795392,-12288
29,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.686%,84865024,69632
30,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.686%,84946944,81920
31,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.686%,84934656,-12288
32,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.686%,84951040,16384
33,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.686%,85016576,65536
34,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.686%,85135360,118784
35,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.686%,85057536,-77824
36,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.686%,85098496,40960
37,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.686%,85147648,49152
38,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.686%,85155840,8192
39,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.686%,85151744,-4096
40,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.686%,85303296,151552
41,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.686%,85245952,-57344
42,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.686%,85254144,8192
43,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.686%,85139456,-114688
