Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
1,ModuleSystem,System uptime,1,3790,3790,Passed,,1.228%,77680640,94208
2,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-81,-81,Passed,,1.229%,77705216,24576
3,ModuleSystem,System temperature (in 0.1 °C),5,350,350,Passed,,1.229%,77762560,57344
4,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,1.23%,77787136,24576
5,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,1.23%,77803520,16384
6,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,1.232%,77729792,-73728
7,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,1.233%,77844480,114688
8,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,1.233%,77856768,12288
9,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,1.234%,77783040,-73728
10,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,1.235%,78069760,286720
11,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,1.237%,78065664,-4096
12,ModuleMobile,GSM operator name,23,bite,bite,Passed,,1.238%,78016512,-49152
13,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,1.238%,78077952,61440
14,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,1.239%,77950976,-126976
15,ModuleMobile,Network type,119,lte,lte-a,Failed,,1.24%,77991936,40960
16,ModuleMobile,Mobile data received today (SIM1),185,2043023,8137871,Failed,,1.24%,78110720,118784
17,ModuleMobile,Mobile data sent today (SIM1),187,1238043,2450459,Failed,,1.24%,77971456,-139264
18,ModuleMobile,Mobile data received this week (SIM1),189,14912769,238554369,Failed,,1.241%,77934592,-36864
19,ModuleMobile,Mobile data sent this week (SIM1),191,13059014,26100678,Failed,,1.241%,78057472,122880
20,ModuleMobile,Mobile data received this month (SIM1),193,858150976,1716279360,Failed,,1.241%,78016512,-40960
21,ModuleMobile,Mobile data sent this month (SIM1),195,2216581,141820549,Failed,,1.242%,78118912,102400
22,ModuleMobile,Mobile data received last 24h (SIM1),197,222352034,222352034,Passed,,1.242%,77991936,-126976
23,ModuleMobile,Mobile data sent last 24h (SIM1),199,22274672,22274672,Passed,,1.243%,78151680,159744
24,ModuleMobile,Active SIM card,205,1,1,Passed,,1.243%,78311424,159744
25,ModuleMobile,Mobile data received last week (SIM1),292,858150976,1716279360,Failed,,1.243%,78147584,-163840
26,ModuleMobile,Mobile data sent last week (SIM1),294,2216581,141820549,Failed,,1.244%,78155776,8192
27,ModuleMobile,Mobile data received last month (SIM1),296,1760030687,1760030687,Passed,,1.244%,78135296,-20480
28,ModuleMobile,Mobile data sent last month (SIM1),298,157734303,157734303,Passed,,1.245%,78118912,-16384
29,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,1.245%,78184448,65536
30,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,1.245%,78233600,49152
31,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,1.245%,78344192,110592
32,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,1.246%,78303232,-40960
33,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,1.246%,78307328,4096
34,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,1.247%,78286848,-20480
35,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,1.247%,78389248,102400
36,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,1.248%,78430208,40960
37,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,1.248%,78405632,-24576
38,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,1.248%,78499840,94208
39,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,1.249%,78544896,45056
40,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,1.249%,78594048,49152
41,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,1.25%,78557184,-36864
